	1N	1T	2T	3N	3T	4N	5N	5T
Slc4a8	0	2	4	0	0	0	2	0
Slc4a9	0	2	0	0	0	0	0	0
Slc50a1	24	16	15	30	20	23	34	12
Slc51a	0	0	0	2	0	0	0	0
Slc51b	2	0	0	7	0	5	1	0
Slc52a2	6	12	5	10	2	10	6	17
Slc52a3	34	6	14	25	6	28	17	10
Slc5a1	52	32	24	52	29	48	72	13
Slc5a10	0	0	0	0	0	0	0	2
Slc5a11	2	0	0	0	0	0	0	0
Slc5a12	0	0	0	0	0	0	0	0
Slc5a2	0	0	0	0	0	0	0	0
Slc5a3	36	10	12	32	8	28	20	19
Slc5a4a	0	0	0	0	0	0	0	0
Slc5a4b	0	0	0	0	0	0	0	0
Slc5a5	0	0	0	0	0	0	0	0
Slc5a6	10	7	4	5	2	10	18	4
Slc5a7	0	0	0	0	0	0	0	0
Slc5a8	138	1	11	157	4	189	133	7
Slc5a9	17	8	27	30	5	10	8	1
Slc6a1	0	0	0	0	0	0	0	0
Slc6a11	0	0	0	0	2	0	0	0
Slc6a12	0	2	0	0	0	0	0	0
Slc6a13	2	2	0	0	0	0	0	0
Slc6a14	206	12	28	170	10	266	220	0
Slc6a15	0	0	0	0	0	0	0	0
Slc6a17	0	4	0	1	0	0	0	0
Slc6a18	0	0	0	0	0	0	0	0
Slc6a19	0	0	0	0	0	2	2	0
Slc6a19os	0	0	0	0	0	0	0	0
Slc6a2	0	0	0	0	0	0	0	0
Slc6a20a	2	0	0	2	0	0	2	2
Slc6a20b	0	0	0	0	0	0	0	0
Slc6a3	0	0	0	0	0	0	0	0
Slc6a4	4	0	0	4	0	8	8	0
Slc6a5	0	0	0	0	0	0	0	0
Slc6a6	55	98	112	60	80	59	57	77
Slc6a7	6	0	2	6	2	5	2	2
Slc6a8	168	49	103	236	53	328	328	66
Slc6a9	11	32	18	11	22	10	6	23
Slc7a1	33	30	39	36	36	6	21	42
Slc7a10	0	0	0	0	0	0	0	0
Slc7a11	0	18	22	0	132	3	19	42
Slc7a12	0	0	0	0	0	0	0	0
Slc7a13	0	0	0	0	0	0	0	0
Slc7a14	0	0	0	0	0	0	0	0
Slc7a15	0	0	2	0	2	0	2	2
Slc7a2	0	12	2	3	10	0	4	0
Slc7a3	0	0	2	0	0	0	0	2
Slc7a4	6	4	8	10	2	10	8	0
Slc7a5	10	31	22	14	38	5	16	26
Slc7a6	6	24	15	20	27	14	2	28
Slc7a6os	6	12	11	12	18	18	5	18
Slc7a7	17	20	31	8	32	28	21	16
Slc7a8	7	24	20	20	36	6	8	26
Slc7a9	0	0	0	18	0	7	14	0
Slc8a1	6	2	16	12	2	12	4	12
Slc8a2	0	0	0	0	0	0	0	0
Slc8a3	0	0	0	0	0	0	0	0
Slc8b1	23	15	21	29	8	19	44	11
Slc9a1	39	34	29	24	42	30	38	12
Slc9a2	124	3	43	92	7	126	88	10
Slc9a3	128	93	31	68	152	94	60	79
Slc9a3r1	84	14	36	73	30	107	111	34
Slc9a3r2	6	6	11	8	13	2	6	16
Slc9a4	2	6	6	0	0	0	4	0
Slc9a5	9	8	0	4	2	6	2	6
Slc9a6	4	14	10	8	2	4	12	8
Slc9a7	0	2	2	0	0	2	0	1
Slc9a8	22	27	30	31	21	19	16	17
Slc9a9	4	0	7	8	4	4	4	3
Slc9b1	0	0	0	0	0	0	0	0
Slc9b2	0	0	0	0	0	0	0	0
Slc9c1	0	0	0	0	0	0	0	0
SlcUbl4a	0	0	0	0	0	0	0	1
Slco1a1	0	0	0	0	0	0	0	0
Slco1a4	0	0	0	0	0	0	0	0
Slco1a5	0	0	0	0	0	0	0	0
Slco1a6	0	0	0	0	0	0	0	0
Slco1b2	0	0	0	0	0	0	0	0
Slco1c1	0	0	0	0	0	0	0	0
Slco2a1	28	4	22	36	33	44	53	30
Slco2b1	4	6	2	14	2	2	4	2
Slco3a1	4	8	6	2	7	0	2	13
Slco4a1	1	6	2	6	14	0	1	11
Slco4c1	0	0	0	0	0	0	0	0
Slco5a1	6	30	14	5	40	0	6	18
Slco6b1	0	0	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0	0	0
Slco6d1	0	0	0	0	0	0	0	0
Slfn1	0	0	2	0	4	0	0	10
Slfn10-ps	0	2	0	0	4	0	2	2
Slfn14	0	0	0	0	0	0	0	0
Slfn2	4	10	18	6	6	4	4	10
Slfn3	0	0	0	0	0	0	0	0
Slfn4	122	20	119	103	40	148	73	37
Slfn5	17	12	24	2	12	12	2	9
Slfn5os	0	0	0	0	0	0	0	0
Slfn8	2	0	2	0	0	2	0	2
Slfn9	14	10	13	9	28	10	6	30
Slfnl1	0	0	0	0	0	0	0	0
Slirp	7	3	1	1	3	4	0	5
Slit1	2	0	2	2	0	0	0	0
Slit2	0	2	10	4	8	0	4	12
Slit3	0	1	10	2	4	0	0	6
Slitrk1	0	0	0	0	0	0	0	0
Slitrk2	0	0	0	0	0	0	0	0
Slitrk3	0	0	0	0	0	0	0	0
Slitrk4	0	0	0	0	0	0	0	0
Slitrk5	0	0	0	0	0	0	0	0
Slitrk6	2	2	6	0	1	0	0	4
Slk	119	150	91	82	129	109	104	99
Slmap	34	88	62	54	50	50	55	51
Slmo1	0	0	0	0	0	0	0	0
Slmo2	55	31	26	51	16	52	22	34
Sln	0	0	0	0	0	0	0	0
Slpi	2	9	0	17	8	18	37	14
Sltm	35	52	30	22	35	23	43	45
Slu7	14	20	32	15	22	20	14	12
Slurp1	0	0	0	0	0	1	0	0
Slx	0	0	0	0	0	0	0	0
Slx1b	9	10	10	12	14	19	14	8
Slx4	15	20	3	18	10	4	2	3
Slx4ip	6	8	2	6	1	0	4	2
Slxl1	0	0	0	0	0	0	0	0
Sly	0	0	0	0	0	0	0	0
Smad1	14	30	20	24	37	12	30	36
Smad2	14	41	33	31	36	28	26	32
Smad3	32	43	36	26	63	36	44	62
Smad4	59	49	60	72	47	57	77	30
Smad5	22	50	64	16	57	26	52	71
Smad6	12	15	16	16	14	18	8	17
Smad7	28	57	31	44	34	30	19	37
Smad9	0	6	0	2	6	0	0	7
Smagp	67	41	51	51	32	60	47	24
Smap1	16	14	19	11	11	20	16	15
Smap2	28	80	36	22	33	13	27	33
Smarca1	0	0	0	0	0	0	0	4
Smarca2	26	21	33	23	24	20	22	20
Smarca4	73	166	113	68	160	65	69	136
Smarca5	50	114	72	50	99	40	36	86
Smarca5-ps	0	0	0	0	0	0	0	0
Smarcad1	10	38	23	12	34	10	16	20
Smarcal1	4	9	23	4	4	8	8	4
Smarcb1	37	44	14	23	24	9	33	33
Smarcc1	26	100	72	17	82	34	30	105
Smarcc2	61	85	60	62	88	49	70	74
Smarcd1	7	21	11	8	16	6	9	25
Smarcd2	34	67	58	44	70	51	48	75
Smarcd3	0	6	2	2	4	6	0	3
Smarce1	22	71	54	21	64	31	21	52
Smc1a	48	57	46	36	62	39	38	67
Smc1b	0	0	0	0	0	0	0	0
Smc2	16	9	26	9	29	6	18	42
Smc2os	0	0	0	0	0	0	0	0
Smc3	35	40	40	22	37	20	24	45
Smc4	40	30	26	26	51	12	32	41
Smc5	13	10	18	14	8	13	18	21
Smc6	38	23	16	19	20	36	20	31
Smchd1	20	48	40	26	36	22	19	42
Smco1	0	0	0	0	0	0	0	0
Smco2	0	0	0	0	0	0	0	0
Smco3	0	0	2	0	0	0	4	0
Smco4	3	0	4	6	0	8	0	4
Smcp	0	0	0	0	0	0	0	0
Smcr8	7	51	23	28	30	20	30	29
Smdt1	37	20	58	32	43	47	50	36
Smek1	47	61	42	29	44	43	15	45
Smek2	52	71	40	36	55	26	27	38
Smg1	123	120	148	135	120	116	126	102
Smg5	44	69	54	39	72	43	56	76
Smg6	16	44	31	12	32	17	26	12
Smg7	47	72	57	43	64	40	36	41
Smg8	5	7	16	8	16	6	10	5
Smg9	21	24	15	12	22	5	16	6
Smgc	0	0	0	0	0	0	0	0
Smim1	0	2	2	0	0	0	0	2
Smim10l1	26	14	30	28	28	30	60	26
Smim10l2a	0	0	0	2	0	2	0	0
Smim11	3	6	2	8	6	10	4	8
Smim12	8	4	10	8	8	12	4	2
Smim13	10	4	5	4	8	6	8	10
Smim14	46	43	36	78	60	44	61	35
Smim15	37	14	44	37	18	41	46	30
Smim18	0	0	0	0	0	0	0	0
Smim19	4	6	2	4	2	5	2	2
Smim20	13	13	10	4	9	23	14	0
Smim22	10	12	2	10	0	8	7	4
Smim23	0	0	0	0	0	0	0	0
Smim24	21	3	12	54	7	45	69	14
Smim3	4	10	2	0	8	4	6	4
Smim4	0	8	2	6	0	2	0	2
Smim5	2	4	4	2	1	2	0	2
Smim6	38	40	12	42	4	29	33	22
Smim7	40	40	34	22	45	30	24	32
Smim8	4	4	8	5	2	6	2	14
Smim9	0	0	0	0	0	0	0	0
Smkr-ps	0	0	0	0	0	0	0	0
Smlr1	0	0	0	0	0	0	0	0
Smn1	9	18	6	3	12	6	6	13
Smndc1	19	23	18	10	20	24	7	22
Smo	10	39	23	14	39	2	8	29
Smoc1	2	16	6	4	10	6	4	12
Smoc2	10	90	116	26	84	8	37	96
Smok2a	0	0	0	0	0	0	0	0
Smok2b	0	0	0	0	0	0	0	0
Smok3a	0	0	0	0	0	0	0	0
Smok3b	0	0	0	0	0	0	0	0
Smok4a	0	0	0	0	0	0	0	0
Smox	31	73	60	17	77	26	30	70
Smpd1	12	6	4	16	8	4	10	6
Smpd2	11	9	12	11	9	6	10	19
Smpd3	74	157	106	90	122	94	140	121
Smpd4	16	20	13	8	24	14	16	10
Smpd5	0	6	6	4	0	0	0	0
Smpdl3a	115	10	107	174	20	139	157	20
Smpdl3b	0	6	2	16	4	0	6	5
Smpx	6	9	10	6	7	2	2	10
Smr2	0	0	0	0	0	0	0	0
Smr3a	0	0	0	0	0	0	0	0
Sms	6	10	16	10	16	0	6	28
Smtn	13	18	12	9	20	10	6	9
Smtnl1	0	0	0	0	0	0	0	0
Smtnl2	2	6	0	0	0	0	0	5
Smu1	32	42	58	30	24	20	27	39
Smug1	6	14	9	8	16	10	6	14
Smurf1	15	49	47	24	27	20	29	35
Smurf2	14	27	30	20	43	34	46	42
Smyd1	2	0	0	0	0	0	0	0
Smyd2	18	11	12	20	17	8	17	14
Smyd3	8	8	3	0	10	4	6	6
Smyd4	2	4	0	0	4	0	0	2
Smyd5	7	10	13	2	4	0	8	10
Snai1	0	6	4	2	4	0	4	6
Snai2	2	2	4	0	2	0	0	4
Snai3	0	12	2	0	0	0	0	2
Snap23	22	26	24	39	16	22	16	26
Snap25	0	0	0	0	0	0	0	0
Snap29	16	22	16	20	24	9	15	6
Snap47	10	31	19	4	16	8	8	10
Snap91	0	0	2	0	0	0	0	0
Snapc1	6	16	10	9	8	4	8	10
Snapc2	4	8	6	2	10	8	10	12
Snapc3	4	14	2	6	3	6	6	11
Snapc4	11	14	9	6	28	8	4	17
Snapc5	6	4	9	8	0	4	6	6
Snapin	10	16	4	18	16	15	14	12
Snca	0	0	0	0	0	0	4	2
Sncaip	2	0	4	0	0	0	0	2
Sncb	0	0	0	0	0	0	0	0
Sncg	0	2	0	0	0	0	0	0
Snd1	61	108	102	46	118	57	62	92
Sned1	6	2	6	4	2	4	2	5
Snf8	10	14	26	12	26	34	28	32
Snhg1	6	22	5	8	22	4	4	10
Snhg10	0	0	0	0	0	0	0	0
Snhg11	2	1	6	2	6	4	2	4
Snhg12	1	9	2	4	5	0	2	7
Snhg14	0	0	0	0	4	2	2	0
Snhg17	10	12	6	0	4	6	4	6
Snhg18	11	2	9	13	2	18	17	4
Snhg20	4	2	4	2	0	3	4	2
Snhg3	6	2	0	0	8	0	6	6
Snhg4	2	11	4	8	3	6	10	8
Snhg5	6	14	15	2	13	5	12	19
Snhg6	0	4	4	1	8	6	2	8
Snhg7	3	5	4	0	2	0	2	5
Snhg8	8	4	12	0	4	1	4	10
Snhg9	0	0	0	0	0	0	2	0
Snip1	12	18	14	6	2	8	12	6
Snn	5	34	18	4	23	0	2	32
Snora15	0	0	0	0	0	0	0	0
Snora16a	0	0	2	0	0	0	1	2
Snora17	0	0	0	0	0	0	0	0
Snora19	0	0	0	0	0	0	0	0
Snora20	0	0	0	0	0	0	0	0
Snora21	0	0	0	0	0	0	0	0
Snora23	0	0	0	0	0	0	0	0
Snora24	0	0	0	0	0	0	0	0
Snora26	0	0	0	0	0	0	0	0
Snora28	0	3	0	0	0	0	0	2
Snora2b	0	0	0	0	0	0	0	0
Snora3	0	0	0	0	0	0	0	1
Snora30	0	1	0	0	0	0	0	0
Snora31	0	0	2	0	1	0	0	0
Snora33	0	2	0	2	2	0	2	2
Snora34	0	0	0	1	0	0	0	0
Snora35	0	0	0	0	0	0	0	0
Snora36b	0	0	0	0	0	0	0	0
Snora41	1	2	1	0	4	0	0	0
Snora43	1	1	0	0	0	1	0	1
Snora44	1	0	0	0	0	0	0	0
Snora47	0	0	0	0	0	1	0	0
Snora52	0	0	0	0	0	2	0	0
Snora5c	0	0	0	0	0	0	0	0
Snora61	0	3	0	0	2	0	0	6
Snora62	0	0	0	0	0	1	0	0
Snora64	0	1	0	2	4	0	0	1
Snora65	5	7	4	0	4	3	0	4
Snora68	0	0	0	0	2	0	0	0
Snora69	0	0	0	0	0	0	0	1
Snora70	0	0	2	3	0	0	0	0
Snora74a	0	0	0	0	0	0	0	0
Snora75	0	0	0	0	0	0	0	0
Snora78	0	0	0	0	0	0	0	0
Snora7a	1	0	1	0	0	0	0	0
Snora81	1	0	0	1	0	0	0	2
Snord100	0	1	0	2	0	0	0	1
Snord104	0	2	0	0	2	4	2	0
Snord11	0	0	0	0	0	0	0	0
Snord110	0	0	0	0	0	0	0	0
Snord111	0	0	0	0	0	0	0	0
Snord116	0	0	0	0	0	0	0	0
Snord116l1	0	0	0	0	0	0	0	0
Snord116l2	0	0	0	0	0	0	0	0
Snord118	0	0	0	0	0	0	0	0
Snord12	1	0	0	2	2	0	0	4
Snord123	0	0	0	0	0	0	0	0
Snord14a	0	0	0	0	0	0	0	0
Snord14c	0	0	0	0	0	0	0	0
Snord14d	0	0	0	0	0	0	0	0
Snord15a	0	0	0	0	0	0	0	0
Snord15b	0	1	0	0	0	0	0	1
Snord16a	0	0	0	0	0	0	0	0
Snord17	0	0	0	0	0	0	0	0
Snord19	0	1	0	0	0	0	0	1
Snord1a	0	0	0	0	0	0	0	0
Snord1b	0	2	0	0	0	0	0	0
Snord1c	0	0	0	0	0	0	0	0
Snord2	1	0	1	0	0	0	4	0
Snord22	0	1	2	1	2	1	0	0
Snord23	0	0	0	0	0	0	0	0
Snord32a	0	0	0	0	0	0	0	0
Snord33	0	0	0	0	0	0	0	0
Snord34	0	0	0	0	1	0	0	2
Snord35a	0	0	0	0	1	0	0	0
Snord35b	0	0	2	0	0	0	0	0
Snord37	0	0	0	0	0	0	0	0
Snord38a	0	0	0	0	0	0	0	0
Snord42a	0	0	0	0	0	0	0	0
Snord42b	0	0	0	0	0	0	0	0
Snord43	0	0	0	0	0	0	0	0
Snord45b	0	0	0	0	0	0	0	0
Snord45c	0	0	0	0	0	0	0	0
Snord47	1	2	3	0	2	0	0	2
Snord49a	0	0	0	0	0	0	0	0
Snord49b	0	0	0	0	0	0	0	0
Snord4a	0	0	0	0	0	0	0	0
Snord52	0	2	3	0	5	2	0	0
Snord53	0	0	0	0	0	0	0	0
Snord55	0	0	0	0	0	0	0	0
Snord57	0	0	0	0	0	0	0	0
Snord58b	0	0	0	0	1	0	0	0
Snord61	0	0	0	0	0	0	0	0
Snord64	0	0	0	0	0	0	0	0
Snord65	0	1	0	0	0	0	0	0
Snord66	0	0	0	0	0	0	0	0
Snord67	0	0	0	0	0	0	0	0
Snord68	0	0	0	0	1	0	0	0
Snord69	0	0	0	0	0	0	0	0
Snord7	0	0	0	0	0	0	0	0
Snord70	0	0	0	0	0	0	0	0
Snord71	0	0	0	0	0	0	0	0
Snord72	0	0	0	0	0	0	0	3
Snord73a	0	0	0	0	0	0	0	0
Snord8	0	0	0	0	0	0	0	0
Snord82	0	0	0	0	0	0	0	0
Snord83b	0	2	0	0	1	0	0	2
Snord85	0	0	0	0	0	0	0	0
Snord87	0	0	0	0	0	0	0	0
Snord88a	1	0	0	0	0	1	0	0
Snord88c	0	0	0	0	0	0	0	1
Snord89	0	0	0	0	0	0	0	0
Snord90	0	0	0	0	0	0	0	0
Snord91a	1	4	0	0	0	0	0	2
Snord92	0	0	0	0	0	0	0	0
Snord93	0	0	0	0	0	0	0	0
Snord95	0	0	1	1	0	0	1	0
Snord96a	0	0	2	0	0	0	0	0
Snord98	0	2	0	0	0	0	0	0
Snord99	0	0	2	0	2	0	0	0
Snph	2	6	2	0	0	2	2	0
Snrk	24	34	48	28	27	34	36	37
Snrnp200	62	79	95	71	80	48	83	94
Snrnp25	6	4	4	9	2	6	2	0
Snrnp27	2	8	10	5	15	6	3	8
Snrnp35	8	2	2	8	8	4	0	2
Snrnp40	15	34	20	18	30	11	9	30
Snrnp48	12	6	8	4	6	2	2	12
Snrnp70	108	157	106	92	170	92	108	154
Snrpa	27	26	16	12	33	13	14	33
Snrpa1	2	24	26	15	16	6	12	10
Snrpb	46	58	56	60	63	37	51	72
Snrpb2	4	21	6	6	8	10	8	14
Snrpc	7	21	29	8	23	0	12	17
Snrpd1	6	31	12	8	24	8	7	27
Snrpd2	30	35	22	18	53	14	10	29
Snrpd3	15	22	24	25	20	16	14	11
Snrpe	7	46	31	10	22	8	10	28
Snrpf	0	3	1	2	3	0	0	0
Snrpg	12	18	31	6	16	4	8	30
Snrpn	0	0	0	0	0	0	0	0
Snta1	6	0	0	0	9	0	0	6
Sntb1	0	2	4	5	6	0	0	5
Sntb2	2	14	10	2	2	0	8	19
Sntg1	0	0	0	0	0	0	0	0
Sntg2	0	0	0	0	0	0	0	0
Sntn	0	0	0	0	0	0	0	0
Snupn	2	4	2	6	0	6	0	4
Snurf	0	0	0	0	0	0	0	0
Snw1	33	49	36	25	33	29	32	30
Snx1	46	63	48	72	38	42	44	56
Snx10	12	26	18	6	40	4	5	40
Snx11	10	12	12	9	14	8	9	6
Snx12	20	22	18	12	10	9	16	19
Snx13	67	40	40	40	35	44	32	35
Snx14	30	28	16	19	12	28	26	4
Snx15	2	8	8	13	6	9	10	8
Snx16	8	6	1	4	1	0	4	2
Snx17	25	26	44	23	40	41	26	43
Snx18	6	36	10	4	24	11	6	30
Snx19	14	21	36	18	12	31	16	24
Snx2	38	30	44	52	34	30	28	39
Snx20	6	4	10	8	6	8	5	2
Snx21	4	6	2	2	4	8	4	4
Snx22	2	2	0	0	6	1	0	0
Snx24	10	22	12	2	10	2	6	12
Snx25	4	10	7	3	4	14	14	10
Snx27	23	26	30	12	25	29	16	24
Snx29	0	2	6	2	2	2	2	2
Snx3	42	26	48	42	39	32	26	37
Snx30	7	6	6	4	11	2	2	4
Snx31	0	0	0	0	0	0	0	0
Snx32	0	0	0	0	0	0	0	0
Snx33	14	28	6	18	8	12	9	10
Snx4	16	18	30	20	34	24	20	34
Snx5	45	63	73	71	62	65	69	86
Snx6	19	33	40	28	48	20	19	33
Snx7	18	8	8	6	12	11	3	2
Snx8	2	6	6	3	8	4	4	5
Snx9	27	35	40	23	39	29	31	15
Soat1	30	36	35	39	62	30	36	70
Soat2	2	2	0	0	2	0	0	0
Sobp	2	0	0	2	2	0	4	0
Socs1	0	0	2	6	6	4	2	0
Socs2	10	2	7	8	4	5	4	20
Socs3	16	47	40	34	51	21	25	53
Socs4	11	26	25	8	9	10	0	12
Socs5	16	12	6	16	17	6	8	20
Socs6	10	20	26	26	20	30	11	12
Socs7	9	14	15	16	33	15	6	23
Sod1	63	51	52	49	55	74	75	57
Sod2	34	28	37	35	51	25	27	30
Sod3	10	33	56	7	52	4	12	37
Soga1	10	27	24	2	20	4	2	22
Soga3	0	0	0	0	4	0	0	0
Sohlh1	0	0	0	0	0	0	0	0
Sohlh2	0	0	0	0	0	0	0	0
Son	191	192	231	171	247	172	191	216
Sorbs1	28	12	14	12	8	15	10	11
Sorbs2	28	15	20	16	21	12	20	26
Sorbs2os	0	0	4	0	0	0	0	0
Sorbs3	0	6	11	2	8	0	4	8
Sorcs1	0	0	4	0	0	0	0	0
Sorcs2	12	59	41	20	100	6	36	77
Sorcs3	0	0	0	0	0	0	0	0
Sord	52	14	26	30	8	52	136	6
Sorl1	69	49	105	104	37	87	110	48
Sort1	215	176	109	192	149	177	262	162
Sos1	11	34	16	14	28	14	20	26
Sos2	22	30	10	28	35	22	14	6
Sost	0	0	0	0	0	0	0	0
Sostdc1	0	0	0	0	0	0	0	0
Sowaha	0	6	0	0	0	0	0	0
Sowahb	28	14	20	29	5	28	48	22
Sowahc	38	13	15	26	16	20	32	20
Sowahd	0	0	0	0	0	0	0	0
Sox1	0	0	0	0	0	0	0	0
Sox10	0	0	0	0	0	0	0	0
Sox11	0	8	2	0	9	0	0	4
Sox12	0	2	5	2	6	0	0	9
Sox13	28	26	22	26	43	24	29	32
Sox14	0	0	0	0	0	0	0	0
Sox15	0	0	0	0	0	0	0	0
Sox17	4	48	17	2	109	2	8	62
Sox18	2	14	8	0	10	2	2	17
Sox2	0	0	4	0	0	0	0	0
Sox21	12	88	23	6	52	9	16	62
Sox2ot	0	0	0	0	0	0	0	0
Sox3	0	0	0	0	0	0	0	0
Sox30	0	0	0	0	0	0	0	0
Sox4	34	286	116	34	168	22	66	166
Sox5	0	2	4	0	0	0	2	0
Sox5os3	0	0	0	0	0	0	0	0
Sox6	9	12	6	4	8	6	8	21
Sox7	2	0	4	0	2	0	0	2
Sox8	0	0	2	0	0	0	0	0
Sox9	31	56	62	21	112	37	32	71
Sp1	56	59	50	55	52	69	46	74
Sp100	19	4	16	6	5	6	13	4
Sp110	14	4	4	15	10	8	5	1
Sp140	3	0	10	10	2	2	3	2
Sp2	10	16	18	9	5	14	10	4
Sp3	40	30	21	42	46	35	34	45
Sp3os	0	2	2	1	1	0	0	1
Sp4	2	28	2	4	6	4	8	15
Sp5	14	32	10	8	26	6	10	15
Sp6	0	4	0	0	8	0	1	4
Sp7	0	0	0	0	0	0	0	0
Sp8	0	0	0	0	0	0	0	0
Sp9	0	0	0	0	0	0	0	0
Spa17	0	0	0	0	0	0	0	0
Spaca1	0	0	0	0	0	0	0	0
Spaca3	0	0	0	0	0	0	0	0
Spaca4	6	3	5	4	6	11	11	0
Spaca5	0	0	0	0	0	0	0	0
Spaca6	0	9	1	0	2	0	0	4
Spaca7	0	0	0	0	0	0	0	0
Spag1	0	0	0	2	4	2	2	2
Spag11a	0	0	0	0	0	0	0	0
Spag11b	0	0	0	0	0	0	0	0
Spag16	0	0	0	0	0	0	0	0
Spag17	0	0	0	0	0	1	6	0
Spag4	0	5	0	0	0	0	0	0
Spag5	8	26	20	14	16	8	6	16
Spag6	0	0	0	0	0	0	0	0
Spag6l	0	0	0	0	0	0	0	0
Spag7	11	18	18	11	27	3	4	13
Spag8	0	0	0	0	0	0	2	0
Spag9	66	45	89	30	53	54	49	84
Spam1	0	0	0	0	0	0	0	0
Spanxn4	0	0	0	0	0	0	0	0
Sparc	48	222	271	49	168	13	68	241
Sparcl1	14	19	39	4	16	4	10	19
Spast	14	35	16	12	17	25	32	23
Spata1	0	0	0	0	0	0	0	1
Spata13	21	47	25	32	40	29	42	52
Spata16	0	0	0	0	0	0	0	0
Spata17	0	0	0	0	0	0	0	0
Spata18	0	0	0	0	0	0	0	0
Spata19	0	0	0	0	0	0	0	0
Spata2	24	12	20	21	12	13	48	16
Spata20	0	0	0	0	0	0	0	0
Spata21	0	0	0	0	0	0	0	0
Spata22	0	0	0	0	2	0	0	1
Spata24	1	0	5	0	0	0	0	0
Spata25	0	0	0	0	0	0	0	0
Spata2l	4	4	2	8	0	4	10	2
Spata3	0	0	0	0	0	0	0	0
Spata31	0	0	0	0	0	0	0	0
Spata31d1a	0	0	0	0	0	0	0	0
Spata31d1b	0	0	0	0	0	0	0	0
Spata31d1c	0	0	0	0	0	0	0	0
Spata31d1d	0	0	0	0	0	0	0	0
Spata32	0	0	0	0	0	0	0	0
Spata33	0	0	2	0	0	0	0	0
Spata4	0	0	0	0	0	0	0	0
Spata45	0	0	0	0	0	0	0	0
Spata5	6	14	4	2	12	2	4	8
Spata5l1	0	2	8	0	3	6	2	4
Spata6	2	19	2	8	14	6	12	0
Spata7	2	2	4	0	0	0	0	4
Spata9	0	0	0	0	0	0	0	0
Spatc1	0	0	0	0	0	0	0	0
Spatc1l	0	0	0	2	0	0	0	0
Spats1	0	0	0	0	0	0	0	0
Spats2	2	12	20	10	9	2	4	24
Spats2l	18	10	10	14	4	10	12	12
Spc24	6	0	0	4	10	3	5	10
Spc25	0	0	11	0	10	4	1	4
Spcs1	25	19	48	25	31	22	16	18
Spcs2	30	28	43	48	40	44	31	57
Spcs3	38	63	41	40	49	45	38	57
Spdef	58	24	21	53	4	49	31	13
Spdl1	0	8	6	4	8	2	0	4
Spdya	0	0	0	0	0	0	0	0
Spdye4a	0	0	0	0	0	0	0	0
Spdye4b	0	0	0	0	0	0	0	0
Specc1	18	30	26	25	24	16	22	27
Specc1l	78	30	90	54	46	76	104	59
Speer1	0	0	0	0	0	0	0	0
Speer2	0	0	0	0	0	0	0	0
Speer3	0	0	0	0	0	0	0	0
Speer4a	0	0	0	0	0	0	0	0
Speer4b	0	0	0	0	0	0	0	0
Speer4c	0	0	0	0	0	0	0	0
Speer4cos	0	0	0	0	0	0	0	0
Speer4d	0	0	0	0	0	0	0	0
Speer4e	0	0	0	0	0	0	0	0
Speer4f1	0	0	0	0	0	0	0	0
Speer5-ps1	0	0	0	0	0	0	0	0
Speer6-ps1	0	0	0	0	0	0	0	0
Speer8-ps1	0	0	0	0	0	0	0	0
Speer9-ps1	0	0	0	0	0	0	0	0
Spef1	12	12	7	14	10	13	6	10
Spef2	0	0	2	0	0	0	0	0
Speg	2	4	12	7	4	0	0	6
Spem1	0	1	0	0	0	0	0	0
Spen	42	52	43	26	79	33	60	51
Spert	0	0	0	0	0	0	0	0
Spesp1	0	0	0	0	0	0	0	0
Spg11	36	31	30	20	31	28	22	47
Spg20	8	8	14	14	8	6	4	6
Spg21	10	16	20	3	11	8	14	16
Spg7	43	53	38	26	49	36	27	39
Sphk1	0	2	4	0	6	0	0	7
Sphk2	28	33	10	20	22	30	31	30
Sphkap	0	0	0	0	0	0	0	0
Spi1	4	8	12	0	16	0	6	2
Spib	2	0	0	6	0	18	2	0
Spic	0	0	0	0	0	0	0	0
Spice1	3	16	10	6	14	5	6	16
Spidr	0	10	1	6	8	4	0	10
Spin1	25	65	46	17	52	26	14	57
Spin2-ps1	0	0	0	0	0	0	0	0
Spin2c	0	0	0	0	0	0	0	0
Spin2d	0	0	0	0	0	0	0	0
Spin4	2	0	2	0	0	0	0	0
Spink1	104	35	73	201	28	130	310	26
Spink10	0	0	0	0	0	0	0	0
Spink11	0	0	0	0	0	0	0	0
Spink12	0	0	0	0	0	0	0	0
Spink13	0	0	0	0	0	0	0	0
Spink14	0	0	0	0	0	0	0	0
Spink2	0	0	0	0	2	0	0	0
Spink4	287	94	191	267	75	243	336	207
Spink5	0	0	0	0	0	0	0	0
Spink6	0	0	0	0	0	0	0	0
Spink7	0	0	0	0	0	0	0	0
Spink8	0	0	0	0	0	0	0	0
Spinkl	0	0	0	0	0	0	0	0
Spint1	161	97	101	133	69	134	174	68
Spint2	470	273	283	465	228	472	608	258
Spint3	0	0	0	0	0	0	0	0
Spint4	0	0	0	0	0	0	0	0
Spint5	0	0	0	0	0	0	0	0
Spire1	2	10	8	0	4	2	2	10
Spire2	24	22	26	18	17	24	10	3
Spn	0	4	10	2	0	0	0	0
Spn-ps	0	0	0	0	0	0	0	0
Spns1	25	26	19	16	26	18	16	20
Spns2	10	29	16	11	14	0	12	25
